Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
0,2007-10-05,32.24614334106445,35.098934008723525,26.65275122101279,28.7843310945574,855215656
1,2007-10-08,30.59539031982422,33.33599333821832,30.403066461983048,33.33599333821832,126671715
2,2007-10-09,32.67888259887695,32.96736615216298,28.960638057695306,30.61140916310034,116725709
3,2007-10-10,32.9833869934082,33.656518050021006,32.694903497024825,33.528301472014974,67931378
4,2007-10-11,36.669586181640625,38.464601376275176,32.69491247410747,38.464601376275176,106320954
5,2007-10-12,36.42917251586914,37.79145980080954,35.579747195951185,35.90028538064305,99410791
6,2007-10-15,36.90998840332031,37.406825314041924,36.589450143852844,37.18244679338334,41814972
7,2007-10-16,40.67631149291992,41.31739233643636,36.701638087618704,36.95806694696269,138614496
8,2007-10-17,43.849632263183594,44.87535178234454,34.00910668767318,36.54135949472348,204876259
9,2007-10-18,42.311058044433594,47.904452292138274,40.50001778649914,44.55482581295586,146617799
10,2007-10-19,42.16681671142578,43.88169716232731,40.06728863407934,41.34944159212488,110266491
11,2007-10-22,41.605873107910156,42.90405118634462,40.227556125264066,41.31738957354449,72253405
12,2007-10-23,44.57084655761719,44.97151929452762,42.63158790242426,42.63158790242426,74594921
13,2007-10-24,43.88169479370117,45.99724792979957,43.38485794072969,45.516436248907404,63055170
14,2007-10-25,43.7855339050293,44.81125802977905,38.672947149682514,42.39119166742761,34522489
15,2007-10-26,45.0997428894043,45.82095396278195,43.35280766152486,44.554826117154285,62370025
16,2007-10-29,46.01327133178711,47.11912989489966,45.61259856943876,45.83697705538492,43657697
17,2007-10-30,47.03898620605469,48.30510928060996,45.259996878214196,46.63831352152893,79921711
18,2007-10-31,48.01664352416992,49.07442240993688,47.11913811889354,47.27940725180564,44655368
19,2007-11-01,46.94283676147461,49.571252128937125,46.55819347317795,49.20263401397766,50632492
20,2007-11-02,47.79225540161133,48.080743260982906,44.8753568988553,45.24397930859063,32001693
21,2007-11-05,48.76990509033203,49.843709057266835,47.47172261774107,47.76021051003557,38833135
22,2007-11-06,49.41098403930664,52.536232016564846,48.737852836227674,49.619333034941526,81880281
23,2007-11-07,48.68975830078125,51.029685111659795,47.59992943472244,50.32450377365798,33593141
24,2007-11-08,47.856380462646484,49.15456321247797,46.798605790261455,47.439682403241235,27990521
25,2007-11-12,49.01029968261719,49.8757545038939,45.14781202182569,46.41393956636434,35153735
26,2007-11-13,50.18027114868164,51.18996570242816,48.257041771039525,49.84370774662547,43830531
27,2007-11-14,49.52316665649414,51.766934134140264,49.26673347907366,51.0617483307061,36738579
28,2007-11-15,50.356563568115234,51.238043590735444,49.4109741684553,50.45272328609737,29242252
29,2007-11-16,50.003990173339844,51.141899452344326,49.42701859790079,50.132204629799915,18895294
30,2007-11-19,51.81499481201172,53.69014352215157,50.757220846074425,51.14186394842611,40716718
31,2007-11-20,51.01367950439453,53.049098454670286,50.3886281185155,51.60667619271437,26342171
32,2007-11-21,47.03898620605469,51.62267997799862,45.901073173455416,51.31817134630517,26814499
33,2007-11-22,45.4202766418457,48.433339416675786,43.448967439539814,46.5421604225571,34096185
34,2007-11-23,48.43333053588867,48.721814014230816,45.70875179187904,48.40127584994464,27664090
35,2007-11-26,48.8179931640625,50.22836077902193,48.433349822298375,50.22836077902193,20159123
36,2007-11-27,47.61595916748047,49.651377532351034,47.11912671473185,49.651377532351034,20573198
37,2007-11-28,46.910770416259766,48.88208362604187,46.59023224850035,48.65770516957942,16435311
38,2007-11-29,45.6446533203125,48.337173417339066,45.051656761737085,48.08074458812805,25530967
39,2007-11-30,47.40761184692383,47.696095356761504,45.836975539960896,46.47805193852353,18437721
40,2007-12-03,48.080745697021484,48.67374226927327,47.61596354233224,47.984581623166214,16851227
41,2007-12-04,47.45570755004883,48.80197017550152,47.103114543613216,48.401297292638105,14008727
42,2007-12-05,49.346866607666016,49.523165227225334,47.439666915256396,47.53582663677776,27725290
43,2007-12-06,48.43333053588867,51.17393010150469,47.80827937649978,50.42066454591674,24104710
44,2007-12-07,48.2249755859375,49.42699366050761,47.35952518079319,48.73783750060281,11742386
45,2007-12-10,48.27306365966797,48.86605581263355,47.64801247171627,48.68976155325091,8330010
46,2007-12-11,48.04869079589844,48.978250753639536,47.808287133676885,48.705792400272884,11685950
47,2007-12-12,48.01664352416992,48.44937105254829,47.11913811889354,47.43967638471774,16342131
48,2007-12-13,47.215293884277344,48.72182534583879,47.03899959194867,48.08074886816636,14620172
49,2007-12-14,46.750526428222656,47.48776721836897,46.51012267335354,47.05503959008867,10991851
50,2007-12-17,43.929786682128906,47.279413760120946,43.272680538187316,47.022980503614804,19355678
51,2007-12-18,43.73744201660156,45.19588889391372,42.375154847490016,43.43292902800465,21607783
52,2007-12-19,42.93610382080078,45.532464200817074,42.56748574746745,45.14781660837846,19526912
53,2007-12-20,42.50337219238281,43.84963428613767,42.31104841504965,43.497041418956414,17105204
54,2007-12-24,43.80155563354492,44.490711869332806,42.79185686166642,43.14444973854642,16711519
55,2007-12-26,45.13179397583008,45.67671070451053,44.041964866047145,44.041964866047145,20930094
56,2007-12-27,45.45234298706055,46.702441507989626,45.0676952817382,46.06136489750507,44565277
57,2007-12-28,45.80491638183594,45.997240152157325,44.8753522165454,45.35615946856031,18354518
58,2007-12-31,46.141483306884766,46.413941640393276,45.5805414692521,46.1575128250779,11982308
59,2008-01-01,46.99091720581055,47.423644714586345,45.94916788907317,46.381895397848965,16687746
60,2008-01-02,46.73448944091797,47.343511263176694,46.04533305395209,46.990918308949524,13437280
61,2008-01-03,48.65769958496094,48.850023333058324,45.88504562158487,46.44598735078255,31815218
62,2008-01-04,48.40129470825195,50.00398615412995,48.08075641907635,49.36290957577875,28011310
63,2008-01-07,48.0006217956543,49.10647628358493,47.48775966400385,48.09678154327303,15858063
64,2008-01-08,46.36586380004883,48.72182049021566,45.80492193798899,48.048689386228325,13282666
65,2008-01-09,45.628623962402344,46.6222932873655,45.516434718884646,46.41394431944848,13113527
66,2008-01-10,44.53879928588867,47.11913474982379,44.2342862160973,45.836981778202315,18023003
67,2008-01-11,45.21193313598633,45.644660658983625,43.432943174237096,45.14782374458731,11629440
68,2008-01-14,45.90108871459961,46.3818960988218,44.57085582110056,45.29206689743384,10264240
69,2008-01-15,44.506736755371094,46.830638607244204,44.13811871045153,46.63831917342697,11558334
70,2008-01-16,43.59320831298828,44.554823010440465,42.48735401946509,44.1862049125994,14834065
71,2008-01-17,44.76317596435547,45.756845346241455,42.82391706553743,43.75347706243284,16169395
72,2008-01-18,42.67967987060547,44.44264023362181,42.31105740754856,44.394556018386055,13254156
73,2008-01-21,35.419471740722656,42.31104147357101,30.851801255627887,42.31104147357101,33202389
74,2008-01-22,31.861494064331055,33.65650824306848,25.306488365730257,31.925601247759953,58755707
75,2008-01-23,35.419471740722656,36.78175878093686,32.37435953318501,32.37435953318501,28425991
76,2008-01-24,35.4996223449707,38.01584865151609,33.816796415747035,37.32669223573068,29911930
77,2008-01-25,37.32668685913086,37.502981144433896,35.820155457607314,37.18244291837169,12550722
78,2008-01-28,37.72734832763672,38.01583177506368,33.81678140338836,36.81381378780414,13601109
79,2008-01-29,37.102317810058594,38.36844586445831,36.54137577160437,37.82352900235688,7679877
80,2008-01-30,35.050865173339844,37.34271265866629,34.5860829987113,37.18244354294306,9016102
81,2008-01-31,32.75901794433594,35.51564780878173,32.37437247282445,35.41948589745657,41538563
82,2008-02-01,33.89693832397461,34.13734208020735,33.015457884454584,33.319968874258095,9089201
83,2008-02-04,35.643856048583984,36.06055614273601,34.537999694949264,34.537999694949264,12009385
84,2008-02-05,36.74970626831055,37.2305134873599,34.93866661274002,35.707957293703615,14593303
85,2008-02-06,36.42917251586914,36.86189993471863,34.39375634734904,35.74001628829712,12429218
86,2008-02-07,34.71429443359375,37.16641284380567,34.4899181397035,35.93233996672627,11300078
87,2008-02-08,33.81679153442383,35.22715885915259,33.19174025476163,34.93867532530002,13514197
88,2008-02-11,31.428791046142578,34.29761091475762,31.092225355958664,34.29761091475762,15133331
89,2008-02-12,30.867847442626953,32.58272833917059,30.611416349621884,32.37437929886064,10237627
90,2008-02-13,30.419086456298828,31.813426480195726,29.794037330152698,31.412753684744484,10395753
91,2008-02-14,33.07955551147461,33.41612110721722,31.0922166313903,31.0922166313903,12514003
92,2008-02-15,34.02513885498047,34.29759720329903,32.06985490229039,32.95133498077071,12080990
93,2008-02-18,33.83281707763672,34.79443393986281,33.54433354062119,34.79443393986281,6977153
94,2008-02-19,33.464195251464844,34.52197172554466,33.20776426171993,34.441837177111175,7226542
95,2008-02-20,32.63080596923828,33.15969546969698,32.262187792928145,33.143668119903175,5604999
96,2008-02-21,32.85516357421875,33.416105242885735,32.45449095374233,33.15967433102321,3874365
97,2008-02-22,32.43846893310547,32.64681786040097,31.42877245967198,31.765337950816477,2691220
98,2008-02-25,32.71092987060547,33.1116026157608,31.92561172485877,32.823119108764466,6270186
99,2008-02-26,32.83914566040039,33.30392559880033,32.67887656620809,33.01544209876967,7139423
100,2008-02-27,34.76237487792969,36.47725288581689,33.31995302657979,33.31995302657979,43223132
101,2008-02-28,35.740020751953125,36.012479112484655,34.61813696541689,35.098944302503845,35763847
102,2008-02-29,35.227149963378906,36.220819082457474,34.65018304137294,35.515635598170306,16477462
103,2008-03-03,33.7526741027832,34.87455979996491,33.368028758091775,33.688566907632705,10049153
104,2008-03-04,32.887229919433594,34.105275633026615,32.053831822398685,33.97706121003324,11485198
105,2008-03-05,33.49626159667969,33.65653074931855,32.085891749184015,33.047506665017174,8581053
106,2008-03-07,31.781375885009766,33.01544903923113,30.451140819300257,33.01544903923113,14251925
107,2008-03-10,31.668621063232422,31.89413466340524,29.848401494571814,31.8297025183283,11713659
108,2008-03-11,34.278133392333984,34.60029622623465,30.669910089607882,31.410882859734166,19665129
109,2008-03-12,33.408294677734375,35.43792099864417,33.086131839012396,35.212407448500095,12262350
110,2008-03-13,28.817476272583008,32.86062311399133,28.028177638778,32.53846022796424,47000084
111,2008-03-14,30.798776626586914,30.927640895753115,29.02688090911471,29.622880885016787,35798540
112,2008-03-17,29.59065818786621,30.218875159517662,28.962441216214764,30.218875159517662,19211273
113,2008-03-18,29.848390579223633,30.428284042467215,29.059089990049895,29.542334178618503,12632937
114,2008-03-19,30.025585174560547,33.44050998863723,29.832286595451457,31.24980222622946,16449023
115,2008-03-24,30.315526962280273,31.15315111769314,29.655092784143935,31.15315111769314,11636914
116,2008-03-25,31.459211349487305,31.652507755863986,30.541046318576164,31.10483132725328,13232423
117,2008-03-26,31.265905380249023,32.022988801454794,30.927634017905884,31.249796803983877,11448313
118,2008-03-27,31.829689025878906,32.13574540867092,30.79876858722882,30.79876858722882,17425122
119,2008-03-28,31.894128799438477,32.135753122464976,31.05650669782704,31.974669512178423,11599511
120,2008-03-31,31.668621063232422,32.03910972083718,31.249808843021725,31.89413466340524,9914705
121,2008-04-01,31.73304557800293,32.184074854704285,31.330342037094514,31.8941269943663,6034588
122,2008-04-02,32.248504638671875,33.18277809650833,31.894124674525916,31.894124674525916,6087024
123,2008-04-03,31.990764617919922,32.474008690828406,31.733034008740916,32.32903590591701,3883474
124,2008-04-04,31.829689025878906,32.200177526435404,31.217580629907143,32.200177526435404,5906537
125,2008-04-07,31.700830459594727,32.022993290837526,31.330341892781593,31.87802045373957,4088729
126,2008-04-08,30.895414352416992,31.716929768962586,30.669900873413823,31.65249547369949,5753811
127,2008-04-09,30.975969314575195,31.24980645644072,30.621589266505822,30.992077895815967,3776374
128,2008-04-10,31.588075637817383,31.81358920445119,30.81488564227097,30.927641333184503,7075297
129,2008-04-11,31.73304557800293,32.05520841072967,31.410882745276197,31.8941269943663,4012660
130,2008-04-15,32.2162971496582,32.377378591710354,30.99207775310046,31.539754219116404,6362785
131,2008-04-16,31.781375885009766,32.76397310311762,31.65250942249989,32.538459524733895,4725794
132,2008-04-17,33.00558853149414,33.762669832017714,31.910233655169776,32.26461362379368,14831167
133,2008-04-21,33.53715896606445,34.11705251318811,33.182781154071414,33.504943993050496,7639361
134,2008-04-22,34.084835052490234,34.47143220367509,33.182780859209714,33.50494369532606,8814769
135,2008-04-23,34.1170539855957,34.51975755169924,33.66602686548241,34.149271144806654,5265604
136,2008-04-24,32.90895462036133,34.53587802465542,32.619008826838886,34.471445868851255,8801780
137,2008-04-25,33.18278884887695,33.649924636760105,32.73175945883243,33.50495176256286,4095990
138,2008-04-28,33.31163787841797,33.955963410586556,33.182773645906686,33.21498861163146,4708244
139,2008-04-29,33.778785705566406,34.1009485885156,33.34386712446912,33.504948565943714,6497143
140,2008-04-30,34.00429153442383,34.43921220117545,33.82710373704227,34.11704939167244,6331377
141,2008-05-02,34.31035232543945,35.27684087716376,34.245918007479176,34.51975730439039,5658418
142,2008-05-05,34.14926528930664,34.954672283412336,33.923749583112006,34.761373730904445,7642293
143,2008-05-06,33.859317779541016,34.535860534886176,33.66602141001834,33.87542635653615,5061166
144,2008-05-07,33.376075744628906,34.05261854388163,32.860616540975535,33.827105005732875,4303106
145,2008-05-08,32.97336959838867,33.31164097114426,32.780073231675686,33.11834241962498,3642073
146,2008-05-09,32.78007888793945,33.63380957071545,32.2807260310223,32.538456749251154,8621761
147,2008-05-12,32.78007888793945,33.02170102662775,32.05521028706789,32.78007888793945,4890395
148,2008-05-13,32.8767204284668,33.11834252624058,32.602883361873616,32.92504615890533,5056766
149,2008-05-14,32.925052642822266,33.102242653044925,32.21629478673836,32.21629478673836,2982486
150,2008-05-15,32.94116973876953,33.311656250171524,32.21630311530777,32.21630311530777,2646760
151,2008-05-16,33.198883056640625,33.295532332219814,32.79617956239923,33.182776664715995,4422288
152,2008-05-20,33.13445281982422,33.26331925619754,32.79618142845305,32.86061573904292,3464912
153,2008-05-21,33.3438606262207,33.827104856467,32.3773721657281,32.3773721657281,3419088
154,2008-05-22,32.8928337097168,33.05391513127103,32.53845589318145,32.53845589318145,3558000
155,2008-05-23,32.34515380859375,33.15056082909402,32.21628955923626,32.699533771536416,4417028
156,2008-05-26,32.10353469848633,32.296833275368414,30.605476189666618,30.605476189666618,2605807
157,2008-05-27,31.13705062866211,32.50624288675076,30.992077767708214,32.15186284014624,3316550
158,2008-05-28,32.280731201171875,32.47402763219728,30.702131664692498,31.24980816314166,4505700
159,2008-05-29,32.81229019165039,33.182778740411564,31.86191032275247,32.61899381320695,11026212
160,2008-05-30,31.765256881713867,33.021693008704595,31.636392646292013,32.8928265884766,4023430
161,2008-06-02,30.41217803955078,32.2162907034711,29.96114878116748,31.571962879379743,4431595
162,2008-06-03,29.28460121154785,30.283304404221656,29.010762006004914,29.961141661138637,6240766
163,2008-06-04,28.382551193237305,29.46179530360659,28.205361209503124,29.155741068869222,5762089
164,2008-06-05,28.3342227935791,28.543629912757066,27.383843023666444,28.3503313696399,9721099
165,2008-06-06,28.028175354003906,29.204071103031392,27.625471779297243,28.18925678388657,6317089
166,2008-06-09,27.64157485961914,28.318117604442612,26.417355799122824,27.706006981791308,6500809
167,2008-06-10,27.448278427124023,27.673794149344378,26.820061364040146,27.38384629997812,6717902
168,2008-06-11,27.5771484375,28.028175570736416,27.3838498462234,27.706012708479907,2586175
169,2008-06-12,27.770458221435547,27.931539730159294,26.417373985117646,27.222781528736373,3244212
170,2008-06-13,27.593265533447266,27.995969235550895,27.303317557048207,27.722129844197465,4248430
171,2008-06-16,28.55974578857422,28.99466434454199,27.738230047559416,27.83487934382117,4354615
172,2008-06-17,29.413471221923828,29.63898474949027,28.060387871718806,28.962444166790938,4736084
173,2008-06-18,29.381254196166992,30.025581996734527,29.31682207155215,29.31682207155215,5055019
174,2008-06-19,28.75303840637207,29.316823344645652,28.285902751620966,28.801364140536542,4221271
175,2008-06-20,28.092605590820312,29.107419841395657,27.72211920104608,28.994661974173983,3837789
176,2008-06-23,27.110008239746094,27.963741063191048,26.836171140940642,27.86709177575113,4516050
177,2008-06-24,26.27238655090332,27.512714356820567,25.998547263423436,27.110008622665084,5238203
178,2008-06-25,25.54752540588379,26.07909332620974,24.967631738832818,25.7730390028461,3933879
179,2008-06-26,26.997251510620117,28.157038545273757,25.692491642836394,25.692491642836394,18253250
180,2008-06-27,25.805252075195312,26.67509360388324,25.660279215349615,26.09519997969358,6821283
181,2008-06-30,25.289791107177734,26.03076612339185,24.564924670952202,25.78914397798334,4596315
182,2008-07-01,23.50178337097168,25.289787423518998,22.599727055876905,25.289787423518998,6202295
183,2008-07-02,24.5327091217041,24.790439864022865,22.76081327237207,23.51789691828214,5245963
184,2008-07-03,23.888378143310547,24.532703766043223,23.19572897279548,24.323298812577658,4726793
185,2008-07-04,24.21054458618164,24.677680295770426,23.356813881926513,23.517895311771383,4862814
186,2008-07-07,24.74210548400879,25.740810942567293,24.532700557926898,24.532700557926898,5528014
187,2008-07-08,25.46698570251465,26.095202956719664,22.87357158644362,22.87357158644362,8354280
188,2008-07-09,27.238876342773438,27.351632030978575,25.805249892223248,25.805249892223248,6860769
189,2008-07-10,28.43087387084961,28.76914525038597,26.48178847905089,27.238871938736732,7216175
190,2008-07-11,27.077787399291992,29.059087530826577,26.86838029108362,28.70470980008377,6040791
191,2008-07-14,27.09389877319336,28.06038943111486,26.417358152896732,26.417358152896732,5942149
192,2008-07-15,25.96632957458496,26.70730452719656,25.77303318573403,26.417358851516887,3693378
193,2008-07-16,25.257572174072266,26.41735926453661,24.822651468946493,25.966329980553112,6973872
194,2008-07-17,26.546222686767578,26.73952125733778,25.77303277409977,25.77303277409977,5038238
195,2008-07-18,28.028175354003906,28.253688918878293,26.240171045344976,27.029469614808693,5983177
196,2008-07-21,29.606769561767578,29.7839595409819,28.044279087977205,28.511414716955805,8754188
197,2008-07-22,30.814884185791016,31.088721294900907,29.34904279474483,29.606773509347452,12631056
198,2008-07-23,32.98948287963867,33.633808563512396,31.604182222348832,32.18407577479651,12798869
199,2008-07-24,31.829689025878906,33.60158428083585,29.84838884198587,29.84838884198587,10764301
200,2008-07-25,31.894128799438477,32.92505167035511,30.686018108339294,31.49142523573875,10710381
201,2008-07-28,31.636402130126953,32.522350022455036,31.282022099273,31.89413067823151,5533881
202,2008-07-29,30.363847732543945,31.410876738686206,30.122225654203422,30.927632582005163,5145929
203,2008-07-30,31.636402130126953,31.89413067823151,30.637696359398028,30.637696359398028,7354746
204,2008-07-31,30.52494239807129,32.18408270204047,30.122238758973005,32.18408270204047,6006517
205,2008-08-01,31.41088104248047,31.539747479469188,28.994659928014222,30.04168907761626,4699412
206,2008-08-04,31.604188919067383,32.184082594390695,30.782673061093284,30.782673061093284,4301346
207,2008-08-05,33.02169418334961,33.26331627196515,31.41087807443975,31.73304085926048,9161115
208,2008-08-06,32.18408203125,34.19760018477507,31.9585684350166,34.19760018477507,8616591
209,2008-08-07,32.10353469848633,32.828401084584286,31.104829025939853,31.104829025939853,4809365
210,2008-08-08,31.555856704711914,32.345155181339145,31.44309884313382,31.733044508896818,4883824
211,2008-08-11,31.84580421447754,32.31293989628097,31.604182084081977,31.95856208258477,2714705
212,2008-08-12,31.298133850097656,32.21629899634839,31.056511673169254,32.05521536025578,5801276
213,2008-08-13,31.42698097229004,31.733035125609405,30.686006264123378,30.92762830908169,2754609
214,2008-08-14,30.66990852355957,31.57196266457604,30.605474212224305,31.249799847125463,2566362
215,2008-08-18,30.315526962280273,31.24979821002005,30.025581315686917,30.605472608873633,2963058
216,2008-08-19,29.751741409301758,30.444390541433012,29.13963079074258,30.267202752845673,2941144
